103.21.244.109:2053#CF优选IP 363ms
173.245.49.194:8443#CF优选IP 382ms
173.245.49.197:2083#CF优选IP 390ms
173.245.49.208:2053#CF优选IP 377ms
173.245.49.210:2096#CF优选IP 382ms
173.245.49.234:443#US 官方优选 202ms
173.245.49.236:2083#CF优选IP 388ms
173.245.49.248:2083#CF优选IP 371ms
173.245.49.43:443#US 官方优选 193ms
173.245.49.56:8443#CF优选IP 373ms
173.245.49.61:2083#CF优选IP 394ms
173.245.49.63:2087#CF优选IP 391ms
173.245.49.83:2083#CF优选IP 375ms
173.245.49.9:8443#CF优选IP 400ms
173.245.58.10:443#US 官方优选 204ms
173.245.58.109:2053#CF优选IP 393ms
173.245.58.11:2096#CF优选IP 384ms
173.245.58.115:2083#CF优选IP 380ms
173.245.58.116:2096#CF优选IP 392ms
173.245.58.127:2087#CF优选IP 381ms
173.245.58.130:2087#CF优选IP 372ms
173.245.58.137:8443#CF优选IP 375ms
173.245.58.138:8443#CF优选IP 352ms
173.245.58.156:2083#CF优选IP 371ms
173.245.58.16:2053#CF优选IP 442ms
173.245.58.166:8443#CF优选IP 468ms
173.245.58.175:2053#CF优选IP 375ms
173.245.58.179:2096#CF优选IP 388ms
173.245.58.18:2087#CF优选IP 396ms
173.245.58.193:8443#CF优选IP 380ms
173.245.58.2:2087#CF优选IP 364ms
173.245.58.202:2083#CF优选IP 371ms
173.245.58.23:2053#CF优选IP 393ms
173.245.58.250:2096#CF优选IP 412ms
173.245.58.26:2096#CF优选IP 417ms
173.245.58.33:2053#CF优选IP 398ms
173.245.58.38:2096#CF优选IP 372ms
173.245.58.46:2083#CF优选IP 394ms
173.245.58.57:8443#CF优选IP 386ms
173.245.58.62:2053#CF优选IP 396ms
173.245.58.63:2053#CF优选IP 393ms
173.245.58.79:2053#CF优选IP 384ms
173.245.58.82:2053#CF优选IP 377ms
173.245.58.88:443#US 官方优选 197ms
173.245.58.94:2087#CF优选IP 375ms
173.245.59.109:2083#CF优选IP 375ms
173.245.59.119:2096#CF优选IP 430ms
173.245.59.136:2087#CF优选IP 386ms
173.245.59.14:2053#CF优选IP 387ms
173.245.59.144:2087#CF优选IP 388ms
173.245.59.154:2087#CF优选IP 386ms
173.245.59.165:443#US 官方优选 191ms
173.245.59.174:2096#CF优选IP 383ms
173.245.59.182:2087#CF优选IP 384ms
173.245.59.195:443#US 官方优选 183ms
173.245.59.198:2087#CF优选IP 382ms
173.245.59.200:2083#CF优选IP 399ms
173.245.59.210:443#US 官方优选 191ms
173.245.59.212:2087#CF优选IP 397ms
173.245.59.236:2053#CF优选IP 372ms
173.245.59.241:2087#CF优选IP 382ms
173.245.59.246:443#US 官方优选 198ms
173.245.59.254:2087#CF优选IP 382ms
173.245.59.29:2083#CF优选IP 378ms
173.245.59.31:2053#CF优选IP 384ms
173.245.59.33:2053#CF优选IP 388ms
173.245.59.59:2053#CF优选IP 391ms
173.245.59.6:2096#CF优选IP 382ms
173.245.59.60:2096#CF优选IP 433ms
173.245.59.69:2053#CF优选IP 386ms
188.114.96.1:2087#CF优选IP 216ms
188.114.96.101:2053#CF优选IP 193ms
188.114.96.108:2087#CF优选IP 206ms
188.114.96.126:2087#CF优选IP 205ms
188.114.96.129:2096#CF优选IP 199ms
188.114.96.146:443#US 官方优选 238ms
188.114.96.158:8443#CF优选IP 231ms
188.114.96.174:8443#CF优选IP 178ms
188.114.96.175:2083#CF优选IP 144ms
188.114.96.191:2053#CF优选IP 231ms
188.114.96.196:2053#CF优选IP 246ms
188.114.96.216:8443#CF优选IP 237ms
188.114.96.222:2087#CF优选IP 189ms
188.114.96.224:2083#CF优选IP 243ms
188.114.96.241:2096#CF优选IP 250ms
188.114.96.25:2087#CF优选IP 202ms
188.114.96.49:2096#CF优选IP 209ms
188.114.96.58:2083#CF优选IP 197ms
188.114.96.65:2053#CF优选IP 210ms
188.114.96.79:2096#CF优选IP 225ms
188.114.96.8:8443#CF优选IP 190ms
188.114.96.98:2096#CF优选IP 103ms
188.114.97.113:2083#CF优选IP 236ms
188.114.97.13:2096#CF优选IP 226ms
188.114.97.132:443#US 官方优选 247ms
188.114.97.163:2087#CF优选IP 208ms
188.114.97.169:2087#CF优选IP 169ms
188.114.97.179:2053#CF优选IP 286ms
188.114.97.206:2053#CF优选IP 214ms
188.114.97.240:443#US 官方优选 232ms
188.114.97.244:2087#CF优选IP 192ms
188.114.97.35:443#US 官方优选 270ms
188.114.97.40:2083#CF优选IP 106ms
188.114.97.41:443#US 官方优选 208ms
188.114.97.47:8443#CF优选IP 85ms
188.114.97.61:2096#CF优选IP 209ms
188.114.97.62:2087#CF优选IP 84ms
188.114.97.7:2087#CF优选IP 232ms
188.114.97.72:8443#CF优选IP 270ms
188.114.97.73:2053#CF优选IP 237ms
188.114.97.88:2053#CF优选IP 239ms
188.114.98.171:443#US 官方优选 776ms
188.114.98.38:443#US 官方优选 614ms
188.114.99.230:443#US 官方优选 968ms
190.93.244.124:8443#CF优选IP 412ms
190.93.244.140:2096#CF优选IP 428ms
190.93.244.145:443#US 官方优选 236ms
190.93.244.154:2083#CF优选IP 423ms
190.93.244.157:8443#CF优选IP 470ms
190.93.244.166:2087#CF优选IP 426ms
190.93.244.168:2096#CF优选IP 412ms
190.93.244.175:443#US 官方优选 271ms
190.93.244.188:2053#CF优选IP 387ms
190.93.244.193:2096#CF优选IP 470ms
190.93.244.209:2053#CF优选IP 409ms
190.93.244.219:2053#CF优选IP 356ms
190.93.244.222:2053#CF优选IP 405ms
190.93.244.23:2087#CF优选IP 391ms
190.93.244.242:2053#CF优选IP 407ms
190.93.244.248:2096#CF优选IP 430ms
190.93.244.33:2053#CF优选IP 391ms
190.93.244.46:2096#CF优选IP 413ms
190.93.244.73:2087#CF优选IP 402ms
190.93.244.77:2096#CF优选IP 457ms
190.93.244.98:2096#CF优选IP 426ms
190.93.244.99:8443#CF优选IP 216ms
190.93.245.11:2096#CF优选IP 416ms
190.93.245.124:2053#CF优选IP 393ms
190.93.245.180:2096#CF优选IP 396ms
190.93.245.193:8443#CF优选IP 435ms
190.93.245.199:2087#CF优选IP 418ms
190.93.245.25:443#US 官方优选 189ms
190.93.245.61:8443#CF优选IP 460ms
190.93.245.76:2053#CF优选IP 435ms
190.93.246.102:2096#CF优选IP 406ms
190.93.246.104:2096#CF优选IP 433ms
190.93.246.132:2083#CF优选IP 405ms
190.93.246.155:2053#CF优选IP 451ms
190.93.246.161:2087#CF优选IP 447ms
190.93.246.175:443#US 官方优选 233ms
190.93.246.241:443#US 官方优选 242ms
190.93.246.36:2087#CF优选IP 403ms
190.93.246.66:2096#CF优选IP 415ms
190.93.246.7:2083#CF优选IP 194ms
190.93.246.8:443#US 官方优选 249ms
190.93.246.87:8443#CF优选IP 405ms
190.93.246.95:443#US 官方优选 217ms
190.93.247.119:443#US 官方优选 225ms
190.93.247.164:2096#CF优选IP 456ms
190.93.247.172:8443#CF优选IP 471ms
190.93.247.177:2087#CF优选IP 409ms
190.93.247.183:2087#CF优选IP 233ms
190.93.247.204:2087#CF优选IP 420ms
190.93.247.21:8443#CF优选IP 407ms
190.93.247.213:8443#CF优选IP 97ms
190.93.247.220:2087#CF优选IP 453ms
190.93.247.26:2053#CF优选IP 254ms
190.93.247.34:2087#CF优选IP 419ms
190.93.247.37:2083#CF优选IP 422ms
190.93.247.38:2096#CF优选IP 438ms
190.93.247.43:2087#CF优选IP 435ms
190.93.247.6:2053#CF优选IP 406ms
190.93.247.64:8443#CF优选IP 412ms
198.41.192.161:443#US 官方优选 194ms
198.41.192.167:2053#CF优选IP 394ms
198.41.192.7:2083#CF优选IP 387ms
198.41.192.77:8443#CF优选IP 373ms
198.41.193.108:443#US 官方优选 205ms
198.41.193.148:2096#CF优选IP 395ms
198.41.194.115:2096#CF优选IP 379ms
198.41.195.100:8443#CF优选IP 389ms
198.41.195.165:8443#CF优选IP 383ms
198.41.195.80:2083#CF优选IP 389ms
198.41.196.169:8443#CF优选IP 368ms
198.41.196.213:2083#CF优选IP 399ms
198.41.196.74:2087#CF优选IP 384ms
198.41.196.78:2053#CF优选IP 387ms
198.41.197.11:2083#CF优选IP 381ms
198.41.197.136:2083#CF优选IP 384ms
198.41.197.180:2053#CF优选IP 375ms
198.41.197.192:8443#CF优选IP 397ms
198.41.197.65:2096#CF优选IP 400ms
198.41.197.69:8443#CF优选IP 389ms
198.41.198.130:443#US 官方优选 206ms
198.41.198.225:2083#CF优选IP 383ms
198.41.198.251:2096#CF优选IP 381ms
198.41.198.78:2053#CF优选IP 390ms
198.41.199.215:2083#CF优选IP 381ms
198.41.199.230:2083#CF优选IP 382ms
198.41.200.67:2087#CF优选IP 382ms
198.41.201.109:2096#CF优选IP 352ms
198.41.201.36:2087#CF优选IP 391ms
198.41.201.93:2087#CF优选IP 374ms
198.41.202.161:2053#CF优选IP 368ms
198.41.202.250:2087#CF优选IP 384ms
198.41.202.69:443#US 官方优选 198ms
198.41.204.121:8443#CF优选IP 376ms
198.41.204.248:2083#CF优选IP 394ms
198.41.205.118:8443#CF优选IP 378ms
198.41.205.152:2096#CF优选IP 379ms
198.41.205.58:2083#CF优选IP 364ms
198.41.206.114:8443#CF优选IP 413ms
198.41.206.176:8443#CF优选IP 380ms
198.41.206.40:2096#CF优选IP 388ms
198.41.207.123:2087#CF优选IP 406ms
198.41.208.47:2083#CF优选IP 374ms
198.41.208.96:443#US 官方优选 284ms
198.41.209.150:8443#CF优选IP 414ms
198.41.209.22:2053#CF优选IP 457ms
198.41.209.251:443#US 官方优选 226ms
198.41.209.9:2083#CF优选IP 404ms
198.41.211.226:443#US 官方优选 187ms
198.41.211.51:2087#CF优选IP 361ms
198.41.214.17:2053#CF优选IP 386ms
198.41.215.127:2087#CF优选IP 370ms
198.41.215.14:2087#CF优选IP 363ms
198.41.215.216:8443#CF优选IP 405ms
198.41.215.239:8443#CF优选IP 375ms
198.41.215.74:2087#CF优选IP 384ms
198.41.215.92:2096#CF优选IP 388ms
198.41.216.116:2096#CF优选IP 385ms
198.41.216.191:2096#CF优选IP 386ms
198.41.216.208:2053#CF优选IP 401ms
198.41.216.4:2096#CF优选IP 461ms
198.41.216.65:2087#CF优选IP 401ms
198.41.217.144:2053#CF优选IP 433ms
198.41.217.153:2096#CF优选IP 390ms
198.41.218.41:2096#CF优选IP 387ms
198.41.218.74:2087#CF优选IP 390ms
198.41.219.122:2087#CF优选IP 462ms
198.41.219.195:2096#CF优选IP 410ms
198.41.222.157:443#US 官方优选 207ms
198.41.222.232:8443#CF优选IP 389ms
198.41.222.249:443#US 官方优选 198ms
198.41.223.139:2087#CF优选IP 382ms
198.41.223.230:2053#CF优选IP 369ms
198.41.223.25:8443#CF优选IP 366ms
198.41.223.83:2087#CF优选IP 369ms
104.26.11.94:443#HK 官方优选 71ms
104.26.7.22:443#HK 官方优选 78ms
172.67.79.93:443#HK 官方优选 74ms
103.21.244.163:443#US 官方优选 194ms
103.21.244.187:443#US 官方优选 194ms
103.21.244.69:443#US 官方优选 189ms
103.21.244.7:443#US 官方优选 205ms
104.16.103.151:443#US 官方优选 203ms
104.16.112.22:443#US 官方优选 170ms
104.18.90.236:443#US 官方优选 191ms
104.24.148.249:443#US 官方优选 193ms
104.24.221.125:443#US 官方优选 195ms
104.24.237.228:443#US 官方优选 184ms
104.24.92.237:443#US 官方优选 195ms
104.25.122.195:443#US 官方优选 195ms
104.25.223.7:443#US 官方优选 185ms
104.25.237.40:443#US 官方优选 194ms
104.25.245.40:443#US 官方优选 186ms
104.25.65.16:443#US 官方优选 197ms
104.25.91.207:443#US 官方优选 180ms
108.162.194.213:443#US 官方优选 193ms
108.162.196.226:443#US 官方优选 190ms
141.101.121.30:443#US 官方优选 193ms
162.159.45.177:443#US 官方优选 189ms
173.245.59.212:2053#CF优选IP 385ms
188.114.97.171:443#US 官方优选 776ms
