104.19.181.51:2096#CF优选IP 13ms
104.19.248.230:2053#CF优选IP 371ms
104.25.1.11:2053#CF优选IP 371ms
104.24.43.120:2053#CF优选IP 371ms
104.24.142.62:2053#CF优选IP 371ms
172.64.147.90:2053#CF优选IP 371ms
104.24.7.220:2053#CF优选IP 371ms
104.25.151.49:2053#CF优选IP 371ms
104.25.161.202:2083#CF优选IP 371ms
172.64.147.170:2083#CF优选IP 371ms
172.67.80.10:2083#CF优选IP 371ms
162.159.39.232:2083#CF优选IP 371ms
172.64.147.217:2083#CF优选IP 371ms
104.17.136.156:2087#CF优选IP 371ms
104.24.42.93:2087#CF优选IP 371ms
104.16.230.18:2087#CF优选IP 371ms
104.25.122.3:2087#CF优选IP 371ms
104.20.6.249:2087#CF优选IP 371ms
104.24.45.114:2096#CF优选IP 371ms
104.25.99.29:2096#CF优选IP 371ms
104.24.23.85:2096#CF优选IP 371ms
172.66.202.166:2096#CF优选IP 371ms
172.67.119.27:2096#CF优选IP 371ms
104.25.174.181:2096#CF优选IP 371ms
104.19.54.50:443#CF优选IP 372ms
104.18.177.253:443#CF优选IP 372ms
104.19.199.231:443#CF优选IP 372ms
104.25.164.159:443#CF优选IP 372ms
104.27.19.63:443#CF优选IP 372ms
104.27.62.167:443#CF优选IP 372ms
104.19.100.132:2053#CF优选IP 372ms
104.27.41.38:2053#CF优选IP 372ms
104.27.15.238:2053#CF优选IP 372ms
104.19.48.201:2053#CF优选IP 372ms
104.27.17.171:2053#CF优选IP 372ms
104.19.17.6:2053#CF优选IP 372ms
104.27.14.251:2083#CF优选IP 372ms
104.17.174.70:2083#CF优选IP 372ms
104.18.200.173:2083#CF优选IP 372ms
104.24.182.40:2083#CF优选IP 372ms
104.18.144.222:2083#CF优选IP 372ms
104.19.63.240:2083#CF优选IP 372ms
104.19.39.139:2083#CF优选IP 372ms
104.27.36.164:2083#CF优选IP 372ms
104.19.198.56:2087#CF优选IP 372ms
104.24.55.3:2087#CF优选IP 372ms
104.25.164.13:2087#CF优选IP 372ms
104.18.152.122:2096#CF优选IP 372ms
104.24.30.86:2096#CF优选IP 372ms
104.25.12.222:2096#CF优选IP 372ms
104.18.22.67:2096#CF优选IP 372ms
104.24.147.42:2096#CF优选IP 372ms
104.25.110.13:2096#CF优选IP 372ms
104.19.249.199:2096#CF优选IP 372ms
172.66.157.163:2096#CF优选IP 372ms
104.18.35.146:443#CF优选IP 373ms
104.19.77.241:443#CF优选IP 373ms
104.17.74.105:443#CF优选IP 373ms
172.66.172.155:443#CF优选IP 373ms
104.24.136.176:443#CF优选IP 373ms
104.24.248.248:2053#CF优选IP 373ms
104.25.225.196:2053#CF优选IP 373ms
104.16.21.155:2053#CF优选IP 373ms
104.24.75.252:2053#CF优选IP 373ms
104.17.129.3:2053#CF优选IP 373ms
172.64.147.0:2053#CF优选IP 373ms
172.66.143.114:2053#CF优选IP 373ms
104.19.66.15:2083#CF优选IP 373ms
104.18.92.217:2083#CF优选IP 373ms
104.24.6.99:2083#CF优选IP 373ms
104.27.77.221:2083#CF优选IP 373ms
104.18.21.162:2083#CF优选IP 373ms
104.25.15.160:2083#CF优选IP 373ms
172.66.146.4:2083#CF优选IP 373ms
104.16.138.169:2083#CF优选IP 373ms
104.19.53.119:2083#CF优选IP 373ms
104.27.43.152:2083#CF优选IP 373ms
104.27.6.167:2083#CF优选IP 373ms
104.20.58.40:2083#CF优选IP 373ms
104.25.1.178:2083#CF优选IP 373ms
162.159.56.114:2083#CF优选IP 373ms
104.19.119.228:2087#CF优选IP 373ms
104.25.25.111:2087#CF优选IP 373ms
104.24.240.32:2087#CF优选IP 373ms
172.67.110.0:2087#CF优选IP 373ms
104.18.169.134:2087#CF优选IP 373ms
104.25.210.103:2087#CF优选IP 373ms
104.19.14.79:2087#CF优选IP 373ms
172.67.113.155:2087#CF优选IP 373ms
104.17.173.155:2087#CF优选IP 373ms
104.25.208.239:2087#CF优选IP 373ms
104.25.246.244:2096#CF优选IP 373ms
172.66.216.235:2096#CF优选IP 373ms
104.19.89.25:2096#CF优选IP 373ms
104.24.54.127:2096#CF优选IP 373ms
104.17.0.146:443#CF优选IP 374ms
104.18.5.254:443#CF优选IP 374ms
172.67.101.85:443#CF优选IP 374ms
104.24.92.63:443#CF优选IP 374ms
162.159.243.124:443#CF优选IP 374ms
172.64.146.192:443#CF优选IP 374ms
104.25.107.191:443#CF优选IP 374ms
162.159.27.202:443#CF优选IP 374ms
104.20.3.23:443#CF优选IP 374ms
104.24.189.57:443#CF优选IP 374ms
104.25.25.212:443#CF优选IP 374ms
104.19.126.110:2053#CF优选IP 374ms
104.18.26.205:2053#CF优选IP 374ms
172.66.42.144:2053#CF优选IP 374ms
104.20.61.201:2083#CF优选IP 374ms
104.19.21.83:2083#CF优选IP 374ms
104.19.117.184:2083#CF优选IP 374ms
104.25.88.201:2083#CF优选IP 374ms
104.16.145.145:2083#CF优选IP 374ms
104.19.13.133:2087#CF优选IP 374ms
104.24.140.84:2087#CF优选IP 374ms
162.159.7.101:2087#CF优选IP 374ms
104.19.108.123:2087#CF优选IP 374ms
104.20.13.28:2087#CF优选IP 374ms
104.24.7.19:2087#CF优选IP 374ms
104.19.194.56:2087#CF优选IP 374ms
104.19.149.242:2087#CF优选IP 374ms
104.27.93.132:2087#CF优选IP 374ms
104.24.182.48:2087#CF优选IP 374ms
104.25.92.6:2096#CF优选IP 374ms
104.17.146.57:2096#CF优选IP 374ms
104.25.104.115:2096#CF优选IP 374ms
104.27.72.123:2096#CF优选IP 374ms
104.17.218.135:2096#CF优选IP 374ms
104.20.61.110:443#CF优选IP 375ms
162.159.18.166:443#CF优选IP 375ms
104.24.75.224:443#CF优选IP 375ms
104.25.126.215:443#CF优选IP 375ms
104.19.209.192:443#CF优选IP 375ms
104.27.59.168:443#CF优选IP 375ms
172.67.100.220:443#CF优选IP 375ms
104.24.237.150:443#CF优选IP 375ms
104.18.44.65:443#CF优选IP 375ms
104.24.246.109:443#CF优选IP 375ms
104.25.70.13:443#CF优选IP 375ms
104.27.8.6:443#CF优选IP 375ms
172.66.216.84:2053#CF优选IP 375ms
104.25.185.234:2053#CF优选IP 375ms
104.25.120.47:2053#CF优选IP 375ms
104.25.222.51:2053#CF优选IP 375ms
104.18.26.11:2053#CF优选IP 375ms
104.24.154.183:2083#CF优选IP 375ms
104.16.29.240:2083#CF优选IP 375ms
104.24.233.149:2083#CF优选IP 375ms
104.24.70.163:2083#CF优选IP 375ms
172.66.206.130:2083#CF优选IP 375ms
172.67.117.189:2083#CF优选IP 375ms
104.24.248.91:2083#CF优选IP 375ms
104.24.47.228:2083#CF优选IP 375ms
104.17.40.51:2083#CF优选IP 375ms
104.24.161.217:2087#CF优选IP 375ms
104.19.107.136:2087#CF优选IP 375ms
104.24.63.22:2087#CF优选IP 375ms
172.64.146.85:2087#CF优选IP 375ms
172.67.108.236:2087#CF优选IP 375ms
104.25.167.129:2096#CF优选IP 375ms
162.159.143.193:2096#CF优选IP 375ms
104.24.16.89:2096#CF优选IP 375ms
104.25.117.95:2096#CF优选IP 375ms
162.159.128.178:2096#CF优选IP 375ms
104.24.44.165:443#CF优选IP 376ms
104.25.231.219:443#CF优选IP 376ms
104.27.77.177:443#CF优选IP 376ms
104.27.29.143:443#CF优选IP 376ms
104.17.150.68:443#CF优选IP 376ms
104.19.100.95:443#CF优选IP 376ms
104.19.2.22:2053#CF优选IP 376ms
162.159.9.29:2053#CF优选IP 376ms
104.19.105.205:2053#CF优选IP 376ms
104.25.209.53:2053#CF优选IP 376ms
104.27.125.227:2053#CF优选IP 376ms
172.64.147.162:2053#CF优选IP 376ms
104.19.53.226:2053#CF优选IP 376ms
104.25.241.60:2053#CF优选IP 376ms
172.64.146.246:2053#CF优选IP 376ms
104.25.115.169:2083#CF优选IP 376ms
172.66.200.63:2083#CF优选IP 376ms
104.25.197.252:2083#CF优选IP 376ms
104.27.69.189:2083#CF优选IP 376ms
104.25.83.80:2083#CF优选IP 376ms
104.25.254.45:2083#CF优选IP 376ms
104.25.180.140:2083#CF优选IP 376ms
162.159.8.16:2083#CF优选IP 376ms
104.25.102.49:2087#CF优选IP 376ms
104.27.98.123:2087#CF优选IP 376ms
104.25.27.146:2087#CF优选IP 376ms
104.25.134.83:2087#CF优选IP 376ms
104.16.183.138:2087#CF优选IP 376ms
104.24.59.56:2096#CF优选IP 376ms
172.64.147.81:2096#CF优选IP 376ms
104.24.174.194:2096#CF优选IP 376ms
104.24.204.226:2096#CF优选IP 376ms
104.24.225.246:2096#CF优选IP 376ms
104.25.245.134:2096#CF优选IP 376ms
104.19.24.82:443#CF优选IP 377ms
162.159.44.44:443#CF优选IP 377ms
104.25.139.65:443#CF优选IP 377ms
104.25.248.148:443#CF优选IP 377ms
104.25.41.12:443#CF优选IP 377ms
104.27.33.204:443#CF优选IP 377ms
104.27.49.18:443#CF优选IP 377ms
104.25.107.4:443#CF优选IP 377ms
104.27.62.79:443#CF优选IP 377ms
104.24.29.116:443#CF优选IP 377ms
104.24.217.183:443#CF优选IP 377ms
104.25.121.62:443#CF优选IP 377ms
104.24.249.215:2053#CF优选IP 377ms
104.19.26.213:2053#CF优选IP 377ms
104.27.77.202:2053#CF优选IP 377ms
162.159.19.253:2053#CF优选IP 377ms
172.66.150.67:2053#CF优选IP 377ms
104.27.12.249:2053#CF优选IP 377ms
104.24.39.131:2053#CF优选IP 377ms
104.24.180.19:2053#CF优选IP 377ms
104.27.62.86:2053#CF优选IP 377ms
104.19.34.170:2053#CF优选IP 377ms
104.16.147.7:2053#CF优选IP 377ms
104.20.34.149:2083#CF优选IP 377ms
104.25.239.150:2083#CF优选IP 377ms
104.19.115.95:2083#CF优选IP 377ms
104.25.119.218:2083#CF优选IP 377ms
104.25.198.186:2083#CF优选IP 377ms
104.18.175.103:2083#CF优选IP 377ms
104.18.102.189:2083#CF优选IP 377ms
104.25.159.122:2083#CF优选IP 377ms
104.24.211.13:2087#CF优选IP 377ms
172.67.108.78:2087#CF优选IP 377ms
104.24.139.125:2087#CF优选IP 377ms
104.25.17.99:2087#CF优选IP 377ms
162.159.152.216:2087#CF优选IP 377ms
104.17.158.58:2087#CF优选IP 377ms
104.18.104.183:2087#CF优选IP 377ms
104.19.255.140:2087#CF优选IP 377ms
104.20.60.69:2087#CF优选IP 377ms
104.25.35.73:2087#CF优选IP 377ms
104.27.101.23:2087#CF优选IP 377ms
104.25.222.131:2096#CF优选IP 377ms
104.17.88.222:2096#CF优选IP 377ms
104.25.110.172:2096#CF优选IP 377ms
162.159.7.184:2096#CF优选IP 377ms
104.19.59.13:2096#CF优选IP 377ms
104.24.248.168:2096#CF优选IP 377ms
104.24.147.136:2096#CF优选IP 377ms
104.24.223.107:2096#CF优选IP 377ms
104.27.29.77:2096#CF优选IP 377ms
104.18.1.222:2096#CF优选IP 377ms
104.25.80.172:443#CF优选IP 378ms
104.24.18.66:443#CF优选IP 378ms
104.25.161.113:443#CF优选IP 378ms
104.25.211.84:443#CF优选IP 378ms
104.25.239.68:443#CF优选IP 378ms
104.24.202.255:443#CF优选IP 378ms
172.66.199.68:2053#CF优选IP 378ms
104.25.62.93:2053#CF优选IP 378ms
104.19.79.255:2053#CF优选IP 378ms
104.24.251.245:2053#CF优选IP 378ms
104.24.197.79:2053#CF优选IP 378ms
104.16.142.122:2053#CF优选IP 378ms
172.66.140.253:2053#CF优选IP 378ms
104.25.41.66:2053#CF优选IP 378ms
104.19.19.129:2083#CF优选IP 378ms
104.27.71.162:2083#CF优选IP 378ms
104.24.67.212:2083#CF优选IP 378ms
104.18.148.182:2083#CF优选IP 378ms
104.19.41.211:2083#CF优选IP 378ms
104.25.112.128:2083#CF优选IP 378ms
104.27.81.214:2083#CF优选IP 378ms
104.19.79.147:2083#CF优选IP 378ms
104.24.231.27:2083#CF优选IP 378ms
104.25.199.211:2083#CF优选IP 378ms
104.27.127.113:2083#CF优选IP 378ms
172.67.87.21:2083#CF优选IP 378ms
172.67.118.45:2083#CF优选IP 378ms
104.25.145.160:2087#CF优选IP 378ms
104.24.24.66:2087#CF优选IP 378ms
104.16.156.43:2087#CF优选IP 378ms
162.159.143.149:2087#CF优选IP 378ms
104.19.111.47:2096#CF优选IP 378ms
172.66.128.244:2096#CF优选IP 378ms
172.66.193.54:2096#CF优选IP 378ms
104.16.96.47:2096#CF优选IP 378ms
104.25.46.74:2096#CF优选IP 378ms
104.19.23.2:443#CF优选IP 379ms
104.25.194.22:443#CF优选IP 379ms
104.19.238.137:443#CF优选IP 379ms
104.24.55.81:443#CF优选IP 379ms
104.25.88.104:443#CF优选IP 379ms
104.19.97.170:443#CF优选IP 379ms
104.27.85.159:443#CF优选IP 379ms
104.19.66.220:443#CF优选IP 379ms
104.27.112.2:443#CF优选IP 379ms
172.67.84.164:443#CF优选IP 379ms
104.25.70.202:443#CF优选IP 379ms
172.67.108.223:443#CF优选IP 379ms
104.24.12.21:2053#CF优选IP 379ms
104.18.31.55:2053#CF优选IP 379ms
104.27.2.144:2053#CF优选IP 379ms
104.19.33.9:2053#CF优选IP 379ms
104.25.146.163:2053#CF优选IP 379ms
104.19.29.214:2053#CF优选IP 379ms
104.25.159.21:2053#CF优选IP 379ms
104.24.10.237:2053#CF优选IP 379ms
104.16.90.71:2083#CF优选IP 379ms
104.24.206.159:2083#CF优选IP 379ms
104.25.4.166:2083#CF优选IP 379ms
162.159.194.94:2083#CF优选IP 379ms
104.18.25.22:2083#CF优选IP 379ms
104.18.34.246:2083#CF优选IP 379ms
104.25.164.78:2083#CF优选IP 379ms
104.24.61.160:2083#CF优选IP 379ms
104.24.241.19:2083#CF优选IP 379ms
172.66.150.152:2083#CF优选IP 379ms
104.19.8.174:2083#CF优选IP 379ms
104.27.111.162:2083#CF优选IP 379ms
172.66.144.185:2083#CF优选IP 379ms
104.24.146.40:2087#CF优选IP 379ms
104.19.18.133:2087#CF优选IP 379ms
104.25.156.236:2087#CF优选IP 379ms
172.66.163.111:2087#CF优选IP 379ms
104.19.13.172:2087#CF优选IP 379ms
104.24.204.81:2087#CF优选IP 379ms
172.66.194.243:2087#CF优选IP 379ms
104.25.50.28:2087#CF优选IP 379ms
104.25.125.54:2087#CF优选IP 379ms
172.67.112.207:2087#CF优选IP 379ms
104.24.8.24:2096#CF优选IP 379ms
104.18.163.255:2096#CF优选IP 379ms
104.25.181.116:2096#CF优选IP 379ms
104.24.136.163:2096#CF优选IP 379ms
162.159.251.37:2096#CF优选IP 379ms
104.27.100.229:2096#CF优选IP 379ms
104.27.76.123:2096#CF优选IP 379ms
104.27.101.243:443#CF优选IP 380ms
104.27.121.135:443#CF优选IP 380ms
162.159.23.21:443#CF优选IP 380ms
104.24.204.13:443#CF优选IP 380ms
162.159.247.115:443#CF优选IP 380ms
104.25.162.68:443#CF优选IP 380ms
104.18.6.207:443#CF优选IP 380ms
104.25.249.198:2053#CF优选IP 380ms
104.24.43.10:2053#CF优选IP 380ms
104.19.118.220:2053#CF优选IP 380ms
162.159.58.236:2053#CF优选IP 380ms
104.24.9.45:2053#CF优选IP 380ms
104.25.20.226:2053#CF优选IP 380ms
104.25.24.157:2053#CF优选IP 380ms
104.20.45.162:2053#CF优选IP 380ms
104.24.26.170:2053#CF优选IP 380ms
104.25.238.13:2083#CF优选IP 380ms
104.19.85.169:2083#CF优选IP 380ms
104.19.68.89:2083#CF优选IP 380ms
104.24.8.151:2083#CF优选IP 380ms
172.67.111.106:2083#CF优选IP 380ms
104.24.43.134:2083#CF优选IP 380ms
104.24.82.171:2083#CF优选IP 380ms
104.25.220.83:2083#CF优选IP 380ms
104.27.12.76:2083#CF优选IP 380ms
104.16.93.228:2083#CF优选IP 380ms
104.19.68.73:2083#CF优选IP 380ms
104.25.148.172:2087#CF优选IP 380ms
104.27.42.7:2087#CF优选IP 380ms
104.17.132.91:2087#CF优选IP 380ms
162.159.194.180:2087#CF优选IP 380ms
162.159.38.1:2087#CF优选IP 380ms
104.24.0.163:2087#CF优选IP 380ms
104.25.119.117:2087#CF优选IP 380ms
104.19.95.6:2087#CF优选IP 380ms
104.19.54.242:2096#CF优选IP 380ms
104.24.65.77:2096#CF优选IP 380ms
104.17.225.99:2096#CF优选IP 380ms
104.24.134.229:2096#CF优选IP 380ms
162.159.27.140:2096#CF优选IP 380ms
104.18.28.114:2096#CF优选IP 380ms
104.25.96.6:2096#CF优选IP 380ms
104.24.77.211:2096#CF优选IP 380ms
104.24.15.204:2096#CF优选IP 380ms
172.66.173.226:2096#CF优选IP 380ms
104.24.76.244:443#CF优选IP 381ms
104.20.52.82:443#CF优选IP 381ms
104.19.61.126:443#CF优选IP 381ms
172.67.116.110:443#CF优选IP 381ms
162.159.235.254:443#CF优选IP 381ms
104.25.167.104:443#CF优选IP 381ms
104.19.23.115:443#CF优选IP 381ms
104.24.160.129:443#CF优选IP 381ms
104.25.182.73:443#CF优选IP 381ms
104.25.124.107:443#CF优选IP 381ms
172.66.148.94:443#CF优选IP 381ms
104.19.62.162:443#CF优选IP 381ms
104.19.92.114:443#CF优选IP 381ms
104.19.119.215:2053#CF优选IP 381ms
104.19.32.97:2053#CF优选IP 381ms
104.25.179.103:2053#CF优选IP 381ms
104.19.194.180:2053#CF优选IP 381ms
104.24.59.120:2053#CF优选IP 381ms
104.25.245.99:2053#CF优选IP 381ms
172.66.206.53:2053#CF优选IP 381ms
104.25.17.226:2053#CF优选IP 381ms
104.18.32.205:2053#CF优选IP 381ms
104.19.2.198:2053#CF优选IP 381ms
104.19.69.164:2053#CF优选IP 381ms
104.20.1.44:2053#CF优选IP 381ms
104.20.4.92:2053#CF优选IP 381ms
104.20.33.240:2053#CF优选IP 381ms
172.67.121.228:2053#CF优选IP 381ms
162.159.45.251:2053#CF优选IP 381ms
104.18.16.199:2083#CF优选IP 381ms
104.25.25.206:2083#CF优选IP 381ms
104.25.106.250:2083#CF优选IP 381ms
172.66.194.137:2083#CF优选IP 381ms
104.24.192.144:2083#CF优选IP 381ms
104.27.23.106:2083#CF优选IP 381ms
104.27.25.209:2083#CF优选IP 381ms
104.24.242.36:2083#CF优选IP 381ms
162.159.236.145:2083#CF优选IP 381ms
104.18.16.106:2083#CF优选IP 381ms
162.159.246.255:2083#CF优选IP 381ms
104.19.6.50:2087#CF优选IP 381ms
104.20.35.29:2087#CF优选IP 381ms
104.27.6.108:2087#CF优选IP 381ms
104.18.42.86:2087#CF优选IP 381ms
104.25.125.232:2087#CF优选IP 381ms
104.27.120.153:2087#CF优选IP 381ms
104.24.165.194:2087#CF优选IP 381ms
104.24.7.69:2087#CF优选IP 381ms
104.27.86.50:2087#CF优选IP 381ms
162.159.27.25:2087#CF优选IP 381ms
104.24.175.149:2087#CF优选IP 382ms
104.24.50.149:2096#CF优选IP 381ms
104.16.197.192:2096#CF优选IP 381ms
104.24.90.169:2096#CF优选IP 381ms
104.25.22.142:2096#CF优选IP 381ms
104.27.59.250:2096#CF优选IP 381ms
104.20.52.35:2096#CF优选IP 381ms
162.159.7.180:2096#CF优选IP 381ms
104.24.232.195:2096#CF优选IP 381ms
104.24.156.27:2096#CF优选IP 381ms
104.27.91.194:2096#CF优选IP 381ms
162.159.137.56:2096#CF优选IP 381ms
104.16.190.94:443#CF优选IP 382ms
104.24.214.27:443#CF优选IP 382ms
172.67.92.204:443#CF优选IP 382ms
104.19.76.60:443#CF优选IP 382ms
162.159.153.23:443#CF优选IP 382ms
104.19.10.251:443#CF优选IP 382ms
104.25.212.15:443#CF优选IP 382ms
104.19.202.188:443#CF优选IP 382ms
104.19.188.178:443#CF优选IP 382ms
104.18.5.178:443#CF优选IP 382ms
172.66.145.69:443#CF优选IP 382ms
104.16.85.166:443#CF优选IP 382ms
104.25.159.252:443#CF优选IP 382ms
162.159.152.71:443#CF优选IP 382ms
104.25.156.111:443#CF优选IP 382ms
172.67.89.137:2053#CF优选IP 382ms
162.159.235.33:2053#CF优选IP 382ms
104.17.236.14:2053#CF优选IP 382ms
172.67.100.34:2053#CF优选IP 382ms
162.159.134.148:2053#CF优选IP 382ms
104.24.91.76:2053#CF优选IP 382ms
104.25.172.93:2053#CF优选IP 382ms
104.25.35.208:2053#CF优选IP 382ms
104.16.180.209:2053#CF优选IP 382ms
104.16.135.99:2053#CF优选IP 382ms
104.19.50.180:2053#CF优选IP 382ms
104.24.80.171:2053#CF优选IP 382ms
104.25.210.1:2053#CF优选IP 382ms
104.24.22.68:2053#CF优选IP 382ms
104.25.223.127:2053#CF优选IP 382ms
162.159.56.202:2053#CF优选IP 382ms
172.66.211.48:2083#CF优选IP 382ms
172.67.100.202:2083#CF优选IP 382ms
104.24.7.2:2083#CF优选IP 382ms
104.24.237.120:2083#CF优选IP 382ms
104.27.98.0:2083#CF优选IP 382ms
172.66.167.92:2083#CF优选IP 382ms
104.20.41.255:2087#CF优选IP 382ms
104.25.246.234:2087#CF优选IP 382ms
104.19.32.246:2087#CF优选IP 382ms
104.18.37.28:2087#CF优选IP 382ms
104.20.63.192:2087#CF优选IP 382ms
104.25.44.1:2087#CF优选IP 382ms
104.19.56.192:2087#CF优选IP 382ms
104.27.79.230:2087#CF优选IP 382ms
104.17.0.214:2087#CF优选IP 382ms
104.18.27.161:2087#CF优选IP 382ms
104.25.188.73:2087#CF优选IP 382ms
104.18.231.193:2096#CF优选IP 382ms
162.159.194.254:2096#CF优选IP 382ms
104.19.24.161:2096#CF优选IP 382ms
104.20.58.23:2096#CF优选IP 382ms
162.159.32.162:2096#CF优选IP 382ms
104.17.101.196:2096#CF优选IP 382ms
104.27.1.85:2096#CF优选IP 382ms
104.20.54.30:2096#CF优选IP 382ms
104.25.156.198:2096#CF优选IP 382ms
172.66.203.142:2096#CF优选IP 382ms
104.19.243.8:2096#CF优选IP 382ms
162.159.152.188:2096#CF优选IP 382ms
162.159.128.212:2096#CF优选IP 382ms
104.25.239.66:443#CF优选IP 383ms
104.19.13.96:443#CF优选IP 383ms
104.25.76.177:443#CF优选IP 383ms
104.25.153.35:443#CF优选IP 383ms
104.18.20.152:443#CF优选IP 383ms
104.20.56.225:443#CF优选IP 383ms
104.24.148.96:443#CF优选IP 383ms
172.67.127.150:443#CF优选IP 383ms
104.24.246.12:443#CF优选IP 383ms
104.19.41.254:443#CF优选IP 383ms
104.25.216.35:443#CF优选IP 383ms
104.24.177.46:443#CF优选IP 383ms
104.27.118.203:443#CF优选IP 383ms
172.67.97.122:443#CF优选IP 383ms
104.27.7.225:443#CF优选IP 383ms
104.20.36.83:443#CF优选IP 383ms
104.25.167.237:443#CF优选IP 383ms
172.66.160.189:443#CF优选IP 383ms
162.159.152.60:443#CF优选IP 383ms
104.16.87.72:443#CF优选IP 383ms
104.24.234.167:2053#CF优选IP 383ms
104.18.37.237:2053#CF优选IP 383ms
104.25.228.49:2053#CF优选IP 383ms
104.18.23.191:2053#CF优选IP 383ms
104.18.10.254:2053#CF优选IP 383ms
104.25.74.54:2053#CF优选IP 383ms
104.27.79.60:2053#CF优选IP 383ms
172.66.206.133:2053#CF优选IP 383ms
162.159.50.206:2053#CF优选IP 383ms
104.18.37.31:2083#CF优选IP 383ms
104.24.145.160:2083#CF优选IP 383ms
104.25.121.83:2083#CF优选IP 383ms
172.67.112.91:2083#CF优选IP 383ms
104.25.149.172:2083#CF优选IP 383ms
104.25.31.226:2083#CF优选IP 383ms
104.24.9.219:2083#CF优选IP 383ms
104.24.172.39:2083#CF优选IP 383ms
104.19.25.201:2083#CF优选IP 383ms
104.24.72.40:2083#CF优选IP 383ms
104.18.33.204:2083#CF优选IP 384ms
104.19.111.156:2087#CF优选IP 383ms
104.27.30.175:2087#CF优选IP 383ms
172.66.205.187:2087#CF优选IP 383ms
104.24.31.123:2087#CF优选IP 383ms
104.25.51.11:2087#CF优选IP 383ms
104.27.72.221:2087#CF优选IP 383ms
104.25.205.168:2087#CF优选IP 383ms
104.25.20.95:2087#CF优选IP 383ms
104.25.31.122:2087#CF优选IP 383ms
104.18.33.38:2087#CF优选IP 383ms
104.24.64.161:2087#CF优选IP 383ms
104.24.64.59:2087#CF优选IP 383ms
104.27.33.82:2087#CF优选IP 383ms
162.159.4.19:2087#CF优选IP 383ms
104.25.33.97:2087#CF优选IP 383ms
162.159.255.59:2087#CF优选IP 383ms
104.24.165.243:2087#CF优选IP 383ms
104.24.10.233:2087#CF优选IP 383ms
104.18.34.247:2096#CF优选IP 383ms
104.24.164.207:2096#CF优选IP 383ms
104.25.94.62:2096#CF优选IP 383ms
162.159.8.162:2096#CF优选IP 383ms
104.24.193.164:2096#CF优选IP 383ms
104.19.23.44:2096#CF优选IP 383ms
104.25.125.191:2096#CF优选IP 383ms
104.27.36.227:2096#CF优选IP 383ms
104.19.202.78:443#CF优选IP 384ms
104.20.62.120:443#CF优选IP 384ms
104.24.56.17:443#CF优选IP 384ms
104.25.198.113:443#CF优选IP 384ms
104.25.198.234:443#CF优选IP 384ms
104.27.9.141:443#CF优选IP 384ms
162.159.41.203:443#CF优选IP 384ms
104.18.17.117:443#CF优选IP 384ms
104.17.167.16:443#CF优选IP 384ms
104.27.111.154:443#CF优选IP 384ms
104.20.35.221:2053#CF优选IP 384ms
104.24.83.240:2053#CF优选IP 384ms
104.16.1.68:2053#CF优选IP 384ms
104.24.20.179:2053#CF优选IP 384ms
104.24.79.15:2053#CF优选IP 384ms
104.24.145.197:2053#CF优选IP 384ms
104.17.128.68:2053#CF优选IP 384ms
104.25.124.65:2053#CF优选IP 384ms
104.17.154.171:2053#CF优选IP 384ms
172.66.45.91:2053#CF优选IP 384ms
172.67.113.23:2053#CF优选IP 384ms
104.24.30.187:2083#CF优选IP 384ms
172.66.168.28:2083#CF优选IP 384ms
104.24.253.14:2083#CF优选IP 384ms
162.159.206.137:2087#CF优选IP 384ms
104.25.112.251:2087#CF优选IP 384ms
104.25.178.145:2087#CF优选IP 384ms
172.66.150.111:2087#CF优选IP 384ms
104.24.137.94:2087#CF优选IP 384ms
104.27.88.167:2087#CF优选IP 384ms
162.159.141.122:2087#CF优选IP 384ms
104.19.20.118:2096#CF优选IP 384ms
172.66.150.198:2096#CF优选IP 384ms
104.17.181.244:2096#CF优选IP 384ms
172.67.118.211:2096#CF优选IP 384ms
172.66.154.253:2096#CF优选IP 384ms
104.24.64.36:2096#CF优选IP 384ms
104.27.37.171:2096#CF优选IP 384ms
104.18.170.80:2096#CF优选IP 384ms
104.18.13.27:2096#CF优选IP 384ms
104.25.209.30:2096#CF优选IP 384ms
104.27.95.217:2096#CF优选IP 384ms
104.18.132.213:2096#CF优选IP 384ms
104.25.20.140:2096#CF优选IP 384ms
104.25.3.223:2096#CF优选IP 384ms
104.25.109.107:2096#CF优选IP 384ms
104.27.66.207:2096#CF优选IP 384ms
162.159.137.112:2096#CF优选IP 384ms
104.25.90.249:2096#CF优选IP 384ms
104.25.182.221:2096#CF优选IP 384ms
104.25.131.128:2096#CF优选IP 384ms
104.16.194.215:443#CF优选IP 385ms
104.18.13.219:443#CF优选IP 385ms
104.19.91.251:443#CF优选IP 385ms
104.24.224.15:443#CF优选IP 385ms
104.25.34.36:443#CF优选IP 385ms
104.27.65.250:443#CF优选IP 385ms
104.16.183.220:443#CF优选IP 385ms
104.17.197.129:2053#CF优选IP 385ms
104.24.150.10:2053#CF优选IP 385ms
104.18.127.66:2053#CF优选IP 385ms
104.20.51.247:2053#CF优选IP 385ms
104.25.86.86:2053#CF优选IP 385ms
172.67.108.44:2053#CF优选IP 385ms
162.159.245.192:2053#CF优选IP 385ms
104.24.165.6:2083#CF优选IP 385ms
172.66.193.130:2083#CF优选IP 385ms
104.25.232.143:2083#CF优选IP 385ms
104.19.203.41:2083#CF优选IP 385ms
104.24.208.155:2083#CF优选IP 385ms
104.25.67.74:2083#CF优选IP 385ms
